id_habilidad,id_heroe,Héroe,Nombre de Habilidad,Descripción,Imagen
335,56,Slark,Depth Shroud,"En inglés: Depth Shroud.  Crea una nube en la ubicación objetivo. Todos los aliados que se encuentren dentro del radio se ocultan y son afectados por Baile de Sombras.",https://es.dotabuff.com/assets/skills/slark-depth-shroud-729-58102d83e8e2d538206589a666ccee24188387bfd3e3ff164b8e049cf769768f.jpg
336,56,Slark,Barracuda,"En inglés: Barracuda.  Cuando el equipo enemigo no puede ver a Slark\, este obtiene velocidad de movimiento y regeneración de vida adicionales.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
337,56,Slark,Shadow Dance,"En inglés: Shadow Dance.  Slark se oculta en una nube de sombras\, obteniendo inmunidad a ser detectado. Atacar\, lanzar hechizos y usar objetos no revelarán a Slark.",https://es.dotabuff.com/assets/skills/slark-shadow-dance-5497-1e16e99eb00f1e538f9a403526a8496d1c2ba2834dbbeb62faeea2ea386b82a6.jpg
338,57,Sniper,Shrapnel,"En inglés: Shrapnel.  Consume una carga para disparar una bola de metralla que riega el área objetivo con perdigones explosivos. Los enemigos reciben daño y son ralentizados. Revela el área objetivo. Las cargas de Metralla se recargan cada 35 s.",https://es.dotabuff.com/assets/skills/sniper-shrapnel-5154-dacf275cab800f14a27c33abcdf8200f869c6cc74da45faefa68fe7b1f6c4fe4.jpg
339,57,Sniper,Headshot,"En inglés: Headshot.  Sniper aumenta su precisión\, lo que le da una probabilidad de infligir daño adicional y hacer retroceder a sus enemigos. La distancia de retroceso aumenta en función de lo cerca que esté el enemigo de Sniper. Los Disparos a la Cabeza ralentizan brevemente la velocidad de movimiento y de ataque de los enemigos un -100 %.",https://es.dotabuff.com/assets/skills/sniper-headshot-5155-9b89d47027d008691a72f5cfc76210a5c8a9a5b1a3be2c8f64d1d4c56b4fdb83.jpg
340,57,Sniper,Take Aim,"En inglés: Take Aim.  Aumenta la armadura\, la probabilidad de Disparo a la Cabeza y el alcance del ataque. Ralentiza tu velocidad un 65 % mientras dure.",https://es.dotabuff.com/assets/skills/sniper-take-aim-5156-ca413807ee2d521778636eb7dafd5c0466969ffb4a98cacb82e2c8f1deffa638.jpg
341,57,Sniper,Concussive Grenade,"En inglés: Concussive Grenade.  Lanza una granada al área objetivo que inflige daño a los enemigos y que les hace retroceder tanto a ellos como a Sniper. Desarma a los enemigos afectados y ralentiza su movimiento tras el retroceso.",https://es.dotabuff.com/assets/skills/sniper-concussive-grenade-694-9d3777dab406edcdeb40e2da95f5181a8394634ffdac188114eafca02c47d90a.jpg
342,57,Sniper,Keen Scope,"En inglés: Keen Scope.  Aumenta el alcance de ataque de Sniper.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
343,57,Sniper,Assassinate,"En inglés: Assassinate.  Sniper apunta a una unidad enemiga objetivo y\, tras apuntar por un instante\, realiza un disparo devastador que inflige el daño de ataque de Sniper\, además de daño adicional a gran distancia\, y miniaturde al objetivo. Cada vez que Sniper mate a un héroe enemigo\, Assassinate volverá a estar disponible.",https://es.dotabuff.com/assets/skills/sniper-assassinate-5157-5e6a55f2a9117c9f8ef5576fcc1bfb3c43b04f31d6da612474f254421f46c8e2.jpg
344,58,Spectre,Spectral Dagger,"En inglés: Spectral Dagger.  Spectre lanza una daga que deja un Rastro de Sombras\, infligiendo daño y ralentizando la velocidad de los enemigos en el rastro. Las unidades alcanzadas por la daga también dejan un Rastro de Sombras. Mientras camina sobre el rastro\, Spectre puede atravesar terreno que de otro modo sería infranqueable.",https://es.dotabuff.com/assets/skills/spectre-spectral-dagger-5334-adf2cc51c63b790b517821c55af3be4c497e07029a565ad05b8250e815fea0bf.jpg
345,58,Spectre,Desolate,"En inglés: Desolate.  Inflige daño adicional cuando Spectre ataca a un enemigo que no tiene unidades aliadas en un radio de 400 a su alrededor.",https://es.dotabuff.com/assets/skills/spectre-desolate-5335-750f7a4501e8c00d155807207e092b10414aa009cba21ffaa5d936866a8251d3.jpg
346,58,Spectre,Dispersion,"En inglés: Dispersion.  El daño infligido a Spectre es devuelto a sus enemigos\, dejándola ilesa. El efecto disminuye con la distancia.",https://es.dotabuff.com/assets/skills/spectre-dispersion-5336-3085362efacdc7f891a8dd3a38f6c114f08b76d9ef1a811cff4f16bfd81cccda.jpg
347,58,Spectre,Reality,"En inglés: Reality.  Spectre intercambia posiciones con un Tormento en concreto.",https://es.dotabuff.com/assets/skills/spectre-reality-5338-bcd3171a00fd71900378daaad3df590a523045286b5c6f31ba3b7deba26cc80b.jpg
348,58,Spectre,Haunt,"En inglés: Haunt.  Crea una némesis espectral que ataca a cada héroe enemigo. Las ilusiones generadas por esta habilidad siguen las mismas reglas que las de Pisasombra y también se pueden cambiar usando Realidad.",https://es.dotabuff.com/assets/skills/spectre-haunt-5337-c88d4cb3ebcc9aa35c8e871d967a4da63e9711f1bd09ed412316fd170a5f6e46.jpg
349,58,Spectre,Shadow Step,"En inglés: Shadow Step.  Crea una némesis espectral que atormenta a un único héroe enemigo que esté visible. En cualquier momento de su duración\, Spectre puede usar Realidad para intercambiar posiciones con cualquier ilusión de Tormento.  Las ilusiones de Tormento no son controlables\, reciben daño adicional e infligen menos daño que Spectre. Ignoran el terreno.",https://es.dotabuff.com/assets/skills/spectre-shadow-step-7851-74596eab78b96e142cca69c00bbfa659dbe5d18990d2561c770c6f5009baecef.jpg
350,58,Spectre,Spectral,"En inglés: Spectral.  Spectre y sus ilusiones tienen movimiento en fase de forma permanente.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
351,59,Templar Assassin,Refraction,"En inglés: Refraction.  Templar Assassin se vuelve realmente evasiva\, obtiene una pequeña barrera y una bonificación de daño. El daño y la evasión son independientes y tienen un número limitado de instancias. Si se consume la barrera\, se crea otra más\, siempre que queden cargas. Si una instancia de daño inflige más de lo que puede absorber la barrera\, se absorbe todo el daño.",https://es.dotabuff.com/assets/skills/templar-assassin-refraction-5194-eea1f1f3c9f85de9b3dde945332bbd38f1a547ee7f853ea0e9ecf6842c9d0497.jpg
352,59,Templar Assassin,Meld,"En inglés: Meld.  Templar Assassin se oculta y se hace invisible siempre que permanezca inmóvil. Si la invisibilidad de Fusión se interrumpe atacando a un enemigo\, Lanaya le infligirá daño adicional y reducirá su armadura durante 6 s.",https://es.dotabuff.com/assets/skills/templar-assassin-meld-5195-d6c1744248dc2c1daf776045f14ee13a75a974b852f83e2ac20bc5a21655c8ad.jpg
353,59,Templar Assassin,Psi Blades,"En inglés: Psi Blades.  Las hojas psiónicas atraviesan a la unidad atacada\, dividiéndose y dañando a las unidades enemigas que se encuentren directamente detrás de ella\, al tiempo que proporcionan alcance de ataque adicional a Templar Assassin. Por cada unidad que daña\, el daño secundario se reduce un porcentaje.",https://es.dotabuff.com/assets/skills/templar-assassin-psi-blades-5196-7bca1cb3332815e51359f661a5b78eff468ab6e2d8046c219006cc1a73118937.jpg
354,59,Templar Assassin,Trap,"En inglés: Trap.  Activa la trampa más cercana a Templar Assassin\, ralentizando a los enemigos cercanos.  Si la habilidad está usando el lanzamiento alternativo\, activa la trampa que se encuentra más cercana al cursor del ratón.",https://es.dotabuff.com/assets/skills/templar-assassin-trap-5198-9d801f7f0f7c71a84c64202ceb038d560ca02b6d9c16db86f442e52627e7fbc1.jpg
355,59,Templar Assassin,Psionic Projection,"En inglés: Psionic Projection.  CANALIZADA: Permite a Templar Assassin teletransportarse a cualquier Trampa Psiónica tras canalizar durante 2 s\, detonándola al llegar como si estuviera completamente cargada e infligiendo instantáneamente 375 de daño adicional. Canalizar Proyección Psiónica no interrumpe Fusión.",https://es.dotabuff.com/assets/skills/templar-assassin-psionic-projection-7853-9b55de74b595777aa857e64a25aae00f7b824513ffc719ac5a96bb234de7fe8b.jpg
356,59,Templar Assassin,Psionic Trap,"En inglés: Psionic Trap.  Templar Assassin coloca trampas místicas que muestran el movimiento enemigo sin ser detectadas. Al ser activadas a su voluntad\, infligen una pequeña cantidad de daño y ejercen una influencia ralentizadora del 20 % en el área. Las trampas aumentan su poder ralentizador un 50 % adicional cada 3.5 s. Inflige daño adicional si se carga por completo.",https://es.dotabuff.com/assets/skills/templar-assassin-psionic-trap-5197-1b957a96a466551f5ded2ff0cdc1c086cf865b1ad73b77a03c133e51f44d8fba.jpg
357,59,Templar Assassin,Third Eye,"En inglés: Third Eye.  Templar Assassin y sus compañeros de equipo pueden ver el temporizador de reaparición de Roshan.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
358,60,Terrorblade,Reflection,"En inglés: Reflection.  Terrorblade crea un reflejo oscuro invulnerable de todos los héroes enemigos en un área objetivo. Los héroes enemigos afectados ven ralentizada su velocidad de movimiento y de ataque y son atacados por su reflejo.",https://es.dotabuff.com/assets/skills/terrorblade-reflection-5619-669867b9b9041170a912f3617f99ac9ed43fec88d23e270f04f0e97e29e107ca.jpg
359,60,Terrorblade,Conjure Image,"En inglés: Conjure Image.  Crea una ilusión de Terrorblade que inflige daño.",https://es.dotabuff.com/assets/skills/terrorblade-conjure-image-5620-d89f798c85f9ac2046eaecc93c06ad44423be22b2b9601e2d8a714a2ef55861f.jpg
360,60,Terrorblade,Metamorphosis,"En inglés: Metamorphosis.  Terrorblade se transforma en un poderoso demonio con ataque a distancia. Cualquiera de las ilusiones de Terrorblade que se encuentre dentro de un alcance de 1200 unidades también será transformada por Metamorfosis.",https://es.dotabuff.com/assets/skills/terrorblade-metamorphosis-5621-4d1538c5c81f153af768f04bcae550041575e3ea7082716c9f93e320666e25c0.jpg
361,60,Terrorblade,Demon Zeal,"En inglés: Demon Zeal.  Cuando se lanza\, consume parte de la vida actual de Terrorblade\, proporcionando a él y a las ilusiones cercanas velocidad de movimiento\, regeneración de vida y velocidad de ataque adicionales. Las ilusiones de Reflejo obtienen un 50 % de las bonificaciones. No se puede lanzar durante Metamorfosis y Metamorfosis eliminará Celo Demoníaco.",https://es.dotabuff.com/assets/skills/terrorblade-demon-zeal-699-05f827ee6a962a2e8fddd56523bc202bf0c9c2d1e461f54a9ea37b788e47200b.jpg
362,60,Terrorblade,Terror Wave,"En inglés: Terror Wave.  Genera una ola que se mueve hacia fuera en todas direcciones\, atemorizando a los héroes enemigos tras impactar\, infligiéndoles daño y otorgándole Metamorfosis a Terrorblade durante un breve período de tiempo.",https://es.dotabuff.com/assets/skills/terrorblade-terror-wave-425-ce08b9810aafec9f3a007dc4c46ba98dc83d2584c2b7123065e49ebf492a3fa5.jpg
363,60,Terrorblade,Sunder,"En inglés: Sunder.  Amputa la vida de Terrorblade y el héroe objetivo intercambiando un porcentaje de la vida actual de ambas unidades. Deben permanecer algunos puntos de vida.",https://es.dotabuff.com/assets/skills/terrorblade-sunder-5622-349de46beeffdd1771aadbd83832a81aa91610687f77a70e8cb787ee4af41068.jpg
364,60,Terrorblade,Dark Unity,"En inglés: Dark Unity.  Las ilusiones bajo el control de Terrorblade que estén dentro del radio indicado reciben una bonificación de daño. Las que estén fuera\, reciben una penalización de daño.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
365,61,Troll Warlord,Battle Stance,"En inglés: Battle Stance.  Troll Warlord pasa de atacar a distancia a usar ataques cuerpo a cuerpo. Los ataques cuerpo a cuerpo tienen un tiempo de ataque base reducido.",https://es.dotabuff.com/assets/skills/troll-warlord-battle-stance-1478-cb6f525108124f760b69742dd1261a3abde668de944a9bde1c684a439f30d287.jpg
366,61,Troll Warlord,Whirling Axes (Ranged),"En inglés: Whirling Axes (Ranged).  Troll Warlord lanza cinco hachas formando un cono a una distancia de 950 con las que ralentiza y daña a las unidades enemigas.",https://es.dotabuff.com/assets/skills/troll-warlord-whirling-axes-ranged-5509-fb022c3ff33b0fa1b4684608d8b40da5ddf8691e4696c7c19c29b6e78265a015.jpg
367,61,Troll Warlord,Whirling Axes (Melee),"En inglés: Whirling Axes (Melee).  Troll Warlord lanza dos hachas a su alrededor en un área de efecto cercana con las que daña a las unidades enemigas y hace que fallen algunos ataques.",https://es.dotabuff.com/assets/skills/troll-warlord-whirling-axes-melee-5510-c2e40ff32f50d853a0f04fa3e50a237b40e85afa1636bb4fdddd4b494e3e2b07.jpg
368,61,Troll Warlord,Fervor,"En inglés: Fervor.  Con cada golpe consecutivo al mismo objetivo\, Troll aumenta su velocidad de ataque. Si Troll cambia de objetivo\, las acumulaciones bajan a cero.",https://es.dotabuff.com/assets/skills/troll-warlord-fervor-5511-d44b98cc3e55826498a70a9f2f65ef94aa6d2ec39755b5857902603b06468d5d.jpg
369,61,Troll Warlord,Berserker's Rage,"En inglés: Berserker's Rage.  Mientras está en forma de cuerpo a cuerpo\, los ataques de Troll Warlord tienen una probabilidad de atrapar al objetivo\, que no puede moverse ni utilizar hechizos de movilidad. También otorga velocidad de movimiento y armadura adicionales.  Mientras está en forma de a distancia\, los ataques de Troll Warlord tienen una probabilidad de mutilar al objetivo\, infligiéndole daño adicional y ralentizando su velocidad de movimiento y de ataque.",https://es.dotabuff.com/assets/skills/troll-warlord-berserkers-rage-5508-9a761b13254524a54d85fab146791459c38419a80a3b0fbb785d66a77780619c.jpg
370,61,Troll Warlord,Battle Trance,"En inglés: Battle Trance.  Troll libera un poderoso Trance de Batalla\, que te obliga a atacar continuamente a la unidad enemiga más cercana en un alcance de 900\, dando prioridad a héroes. Recibir daño no puede matarte durante este modo. Te otorga robo de vida\, velocidad de ataque y velocidad de movimiento adicionales. Aplica una disipación básica.  TIPO DE DISIPACIÓN: Básica.",https://es.dotabuff.com/assets/skills/troll-warlord-battle-trance-5512-9b0669d74128812dcfffc4cb381bcacdc75ef3f0b005527fd8b4834ef33c47ed.jpg
371,62,Ursa,Earthshock,"En inglés: Earthshock.  Ursa salta 250 unidades hacia adelante y golpea el suelo. Esto provoca una potente sacudida que daña y ralentiza a todas las unidades enemigas en un área cercana durante 4 s.",https://es.dotabuff.com/assets/skills/ursa-earthshock-5357-6b3551beb12a8984a0ae4da4d857672e498925d6c66e6892d415ec830925c1bc.jpg
372,62,Ursa,Overpower,"En inglés: Overpower.  Usando su experiencia en combate\, Ursa aumenta su velocidad de ataque y resistencia a la ralentización durante un número concreto de ataques.",https://es.dotabuff.com/assets/skills/ursa-overpower-5358-42ce1d73cb7e9d102ddf244ba963ae46a20695e6f111ba10435084930bb40fab.jpg
373,62,Ursa,Fury Swipes,"En inglés: Fury Swipes.  Las garras de Ursa producen heridas más profundas y hacen que los ataques consecutivos al mismo enemigo le inflijan más daño. Si no se ataca al mismo objetivo durante 8 / 12 / 16 / 20 s\, el daño adicional se pierde.",https://es.dotabuff.com/assets/skills/ursa-fury-swipes-5359-4c6dd2d398b9e75d91574e4388a84e82cc5eb2c57f9c6cba6d323777d3102438.jpg
374,62,Ursa,Maul,"En inglés: Maul.  Ursa obtiene como daño adicional el equivalente a un porcentaje de su vida actual.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
375,62,Ursa,Enrage,"En inglés: Enrage.  Ursa entra en un estado de agitación\, que proporciona reducción de daño y resistencia a efectos negativos. Elimina cualquier efecto negativo existente.  TIPO DE DISIPACIÓN: Fuerte.",https://es.dotabuff.com/assets/skills/ursa-enrage-5360-98327e208d33ffdab1bacbd9576a877f4c8e70e96bb2124ad775c8454c7acf2f.jpg
376,63,Viper,Poison Attack,"En inglés: Poison Attack.  Intensifica el veneno de Viper\, añadiendo un efecto a sus ataques normales que aplica una reducción acumulable de velocidad de movimiento y de resistencia a la magia\, a la vez que causa daño con el tiempo. Se acumula hasta 6 veces.",https://es.dotabuff.com/assets/skills/viper-poison-attack-5218-384070e3eb7c37916cd14c0d7f2c36fb7da1417297b9844250bc74ff39329488.jpg
377,63,Viper,Nethertoxin,"En inglés: Nethertoxin.  Viper libera una Infratoxina en el área objetivo. Las unidades en esa área reciben daño que aumenta según el tiempo que permanecen en ella y ven reducida su velocidad de ataque.",https://es.dotabuff.com/assets/skills/viper-nethertoxin-5219-c0616d1670a3c9212d3664f86928df7fe976ac39e362944d5fc1bf17358928c2.jpg
378,63,Viper,Corrosive Skin,"En inglés: Corrosive Skin.  Viper supura una toxina infecciosa que daña y ralentiza la velocidad de ataque a cualquier enemigo que le inflija daño en un radio de 1200. La segregación de ácido también aumenta la resistencia a la magia de Viper.",https://es.dotabuff.com/assets/skills/viper-corrosive-skin-5220-3de1702bbedb86a0876089d584985349bb7e0b5875deb80076ec5e53c11e1b37.jpg
379,63,Viper,Nosedive,"En inglés: Nosedive.  Viper choca contra el suelo\, liberando una Infratoxina y salpicando a cada enemigo que se encuentre en un área de efecto de 500 durante 4 s con el efecto de Piel Corrosiva.",https://es.dotabuff.com/assets/skills/viper-nosedive-983-d0fced448099181d5dd84860360201d08ee2aa69c01153396c3384698cf260a2.jpg
380,63,Viper,Predator,"En inglés: Predator.  Los ataques de Viper infligen una instancia adicional de daño físico por cada porcentaje de vida que falte al héroe objetivo. El daño es igual a 0.15 + 0.05 por nivel de Viper.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
381,63,Viper,Viper Strike,"En inglés: Viper Strike.  Viper ralentiza la velocidad de ataque y movimiento de la unidad enemiga objetivo al mismo tiempo que desactiva sus habilidades pasivas e inflige daño venenoso con el tiempo. El efecto ralentizante se reduce a lo largo de la duración del veneno.",https://es.dotabuff.com/assets/skills/viper-viper-strike-5221-d02331474ffc5367292d8462b43b425040c2ba4534aae898526670bdeb5b8ba9.jpg
382,64,Weaver,The Swarm,"En inglés: The Swarm.  Weaver lanza un enjambre de 12 / 12 / 12 / 12 jóvenes tejedores que se encadenan a cualquier unidad enemiga en su camino para atacarla y reducir su armadura hasta que muera.",https://es.dotabuff.com/assets/skills/weaver-the-swarm-5289-13bf89047a1eb29def27338bf4190fb4d87b65965048d0fbe64b5728114b1251.jpg
383,64,Weaver,Shukuchi,"En inglés: Shukuchi.  Weaver desaparece de la vista y adquiere velocidad de movimiento máxima\, dañando a cualquier enemigo que atraviese.",https://es.dotabuff.com/assets/skills/weaver-shukuchi-5290-138a471e0882a76a8d842c22e613e4efa1454256f19e551e56c5fc4432d93410.jpg
384,64,Weaver,Geminate Attack,"En inglés: Geminate Attack.  Permite a Weaver lanzar dos ataques simultáneos.",https://es.dotabuff.com/assets/skills/weaver-geminate-attack-5291-eeb341e347415b24d7aac66dc72a35c57fd3a0f8576b0af5cb7a39e313756efb.jpg
385,64,Weaver,Time Lapse,"En inglés: Time Lapse.  Weaver regresa a la posición en la que estaba hace cinco segundos\, regenerando la vida y el maná que tenía en ese momento. No afecta a los tiempos de recarga\, el oro o la experiencia.  TIPO DE DISIPACIÓN: Fuerte.",https://es.dotabuff.com/assets/skills/weaver-time-lapse-5292-cd2af99e7d671b26b7e7c1cc19eeae40ede75de0fe1eaca442df9fa8f8769d32.jpg
386,64,Weaver,Rewoven,"En inglés: Rewoven.  Cada vez que Weaver lanza una de sus habilidades\, obtiene 50 de alcance de ataque durante 7 s. Este efecto se acumula de forma independiente.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
387,65,Ancient Apparition,Cold Feet,"En inglés: Cold Feet.  Lanza acumulaciones de Escarcha Mortal a un enemigo que se pueden disipar alejándose del punto de lanzamiento inicial. Si la unidad enemiga no se aleja una distancia determinada antes de 4 segundos\, quedará aturdida y congelada.",https://es.dotabuff.com/assets/skills/ancient-apparition-cold-feet-5345-ae6a0fe9c5f5dc6a7e48f2823a7d56a11ff78709c4791b53cf026ab365bab027.jpg
388,65,Ancient Apparition,Ice Vortex,"En inglés: Ice Vortex.  Crea un vórtice de energía helada que aplica acumulaciones de Escarcha Mortal y aumenta el daño mágico infligido a los enemigos que se encuentren a su alcance.",https://es.dotabuff.com/assets/skills/ancient-apparition-ice-vortex-5346-7e87f314b54a0b9fd17c272ec1630d8e8fa785202bd7d78ca8aba516d18c11d5.jpg
389,65,Ancient Apparition,Chilling Touch,"En inglés: Chilling Touch.  Mejora el ataque de Ancient Apparition con mayor alcance y gran daño mágico. Aplica una acumulación de Escarcha Mortal que dura 3 s. Además\, aplica un 100 % de ralentización durante 0.7 / 0.8 / 0.9 / 1 s.",https://es.dotabuff.com/assets/skills/ancient-apparition-chilling-touch-5347-87d49c01126f25bf128324d8ea2cef9819e802b7f6566c67017470ee2438984f.jpg
390,65,Ancient Apparition,Death Rime,"En inglés: Death Rime.  Las habilidades de Ancient Apparition aplican acumulaciones de Escarcha Mortal a los enemigos. Escarcha Mortal ralentiza la velocidad de movimiento de los enemigos e inflige daño con el tiempo.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
391,65,Ancient Apparition,Ice Blast,"En inglés: Ice Blast.  Lanza un trazador hacia cualquier punto del campo de batalla\, el cual deberá ser activado de nuevo para marcar la zona en la que impactará\, causando daño por una explosión de granizo. Cuanto mayor sea la distancia recorrida por el trazador\, más grande será la explosión. Los enemigos que se vean afectados por la explosión o entren en contacto con la bola de granizo helado durante el trayecto\, quedarán congelados\, obteniendo acumulaciones de Escarcha Mortal e impidiéndoles regenerarse o curarse. Si la vida de una unidad congelada se reduce por debajo de cierto porcentaje\, se hará añicos instantáneamente.",https://es.dotabuff.com/assets/skills/ancient-apparition-ice-blast-5348-1f74542fb6c0b7bfe2434f0089361b25106c7760dfb4a92c90d0a8ff03b93ceb.jpg
392,65,Ancient Apparition,Release,"En inglés: Release.  Libera el proyectil helado para que explote en la localización actual del Trazador. Se puede lanzar mientras se está silenciado.",https://es.dotabuff.com/assets/skills/ancient-apparition-release-5349-1f74542fb6c0b7bfe2434f0089361b25106c7760dfb4a92c90d0a8ff03b93ceb.jpg
393,66,Crystal Maiden,Crystal Nova,"En inglés: Crystal Nova.  Una explosión de hielo dañino ralentiza la velocidad de movimiento de los enemigos en el área objetivo.",https://es.dotabuff.com/assets/skills/crystal-maiden-crystal-nova-5126-d14fcea202d12d484cac625c05f0320d663c625103c95f87d8f7911a1941af4c.jpg
394,66,Crystal Maiden,Frostbite,"En inglés: Frostbite.  Recubre a una unidad enemiga con hielo\, impidiendo que se mueva o ataque e infligiéndole daño con el tiempo. Inflige 4 veces el daño a los creeps que no sean ancestrales.",https://es.dotabuff.com/assets/skills/crystal-maiden-frostbite-5127-bc7bef5698c5f8eabd01fc54ea955dc85417d2a77415d295ddc6a0ff58f9c8b9.jpg
395,66,Crystal Maiden,Arcane Aura,"En inglés: Arcane Aura.  Otorga regeneración adicional de maná a todas las unidades aliadas del mapa. Los aliados que se encuentren dentro de un radio de 1200 de Crystal Maiden reciben 3 veces más regeneración de maná.",https://es.dotabuff.com/assets/skills/crystal-maiden-arcane-aura-5128-e1a0aac2bc29044965bc59a3af51316b50b50c16b6b53be12fd3d57cb270037f.jpg
396,66,Crystal Maiden,Crystal Clone,"En inglés: Crystal Clone.  Se desplaza en una dirección creando un Clon de Cristal de sí misma\, que deja en su lugar y esquiva los proyectiles que se acerquen. Si el clon recibe suficiente daño o expira\, se rompe en pedazos congelando a los enemigos que estén en un área de efecto de 450 a su alrededor. Crystal Maiden también puede destruir el clon con sus hechizos.",https://es.dotabuff.com/assets/skills/crystal-maiden-crystal-clone-953-e464fd4cf79d19533a3f18a6cc6e419dbaa0413faa6be17680dc23d22259a8ef.jpg
397,66,Crystal Maiden,Blueheart Floe,"En inglés: Blueheart Floe.  Crystal Maiden tiene un 25 / 50 / 75 / 100 % de amplificación de regeneración de maná.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
398,66,Crystal Maiden,Freezing Field,"En inglés: Freezing Field.  CANALIZADA: Envuelve a Crystal Maiden con 100 explosiones de hielo al azar que ralentizan a los enemigos e infligen gran cantidad de daño. Dura 10 s.",https://es.dotabuff.com/assets/skills/crystal-maiden-freezing-field-5129-e464fd4cf79d19533a3f18a6cc6e419dbaa0413faa6be17680dc23d22259a8ef.jpg
399,66,Crystal Maiden,Stop Freezing Field,"Detiene inmediatamente el Campo Congelante.",https://es.dotabuff.com/assets/skills/crystal-maiden-stop-freezing-field-8032-4740b8f199ded673a043ab4769fc87e52f6b37aa62355f7de0ce4d5b15ee2a42.jpg
400,67,Death Prophet,Crypt Swarm,"En inglés: Crypt Swarm.  Envía un enjambre de bestias aladas para atacar a las unidades enemigas en frente de Death Prophet.",https://es.dotabuff.com/assets/skills/death-prophet-crypt-swarm-5090-7071613b265ece2333e84d30a9f9f4287645eb9339fd1931403a16ef594db2f5.jpg
401,67,Death Prophet,Silence,"En inglés: Silence.  Dispara un proyectil que evita que las unidades enemigas en el área objetivo lancen hechizos.",https://es.dotabuff.com/assets/skills/death-prophet-silence-5091-d6ef01f857a0cb09d80f473a32f1d674a78c780ded4e7b3086f1935fc085ed2e.jpg
402,67,Death Prophet,Spirit Siphon,"En inglés: Spirit Siphon.  Crea una unión espiritual entre Death Prophet y una unidad enemiga\, de la que drena vida.",https://es.dotabuff.com/assets/skills/death-prophet-spirit-siphon-5685-26a02395c7f8b882aaf4eb692d85df438a12fe056e18b222dba3751afa221a1e.jpg
403,67,Death Prophet,Exorcism,"En inglés: Exorcism.  Libera espíritus malignos para drenar la vida de las unidades y estructuras enemigas cercanas. Los espíritus necesitan regresar a Death Prophet para poder atacar de nuevo. Al final de la duración del hechizo\, Death Prophet se cura en proporción al daño infligido. Inflige un 50 % de daño a estructuras. Dura 40 s. Aumenta la velocidad de movimiento de Death Prophet mientras dure.",https://es.dotabuff.com/assets/skills/death-prophet-exorcism-5093-e8ba5c401cade8481df2f164b0491eb3f7bbcba97ea779dca4f71d5d74468dc2.jpg
404,68,Disruptor,Thunder Strike,"En inglés: Thunder Strike.  Ataca repetidamente a la unidad objetivo con rayos. Cada impacto daña a las unidades enemigas cercanas en un pequeño radio y reduce las velocidades de movimiento y ataque del enemigo un 100 % durante 0.4 s. Proporciona visión del objetivo.",https://es.dotabuff.com/assets/skills/disruptor-thunder-strike-5458-bf17f246631cdeae604332ebeb64b1e1b4b3a9e8ef5147618253399652150fc4.jpg
405,68,Disruptor,Glimpse,"En inglés: Glimpse.  Teletrasporta al héroe objetivo de regreso a donde estaba hace 4 / 4 / 4 / 4 s. Mata instantáneamente a las ilusiones. Inflige un daño igual a un porcentaje de la distancia que se vislumbra y no puede superar el daño máximo.",https://es.dotabuff.com/assets/skills/disruptor-glimpse-5459-481e0b80dc60ea9a614d1999b9cf44e6d3bf1e25c1b81c82c3cbd45a74e87055.jpg
406,68,Disruptor,Kinetic Field,"En inglés: Kinetic Field.  Tras un breve tiempo de formación\, crea una barrera circular de energía cinética que los enemigos no pueden atravesar.",https://es.dotabuff.com/assets/skills/disruptor-kinetic-field-5460-20504694a271eabba5e622e4bb2a7ec8de4fb17697e22867239e960c1d464d54.jpg
407,68,Disruptor,Electromagnetic Repulsion,"En inglés: Electromagnetic Repulsion.  Siempre que Disruptor reciba más de 250 de cualquier fuente en un radio de 400\, todos los enemigos cercanos que se encuentren dentro serán empujados hacia atrás hasta una distancia de 400 unidades.",https://es.dotabuff.com/assets/skills/disruptor-electromagnetic-repulsion-1363-8a57f71b0f3c4f24cadc39b0d64fd72cef5f8f70e8a4191deee7b709d4d025b2.jpg
